cut,color,clarity,carat,report,shape,price
Very Good,G,SI1,0.65,GIA,Oval,1690.0
Super Ideal,I,SI2,0.4,GIA,Round,776.67
Ideal,G,SI2,0.51,GIA,Round,1350.0
Super Ideal,G,SI1,1.2,GIA,Cushion,5305.0
Super Ideal,F,SI1,1.24,GIA,Pear,6000.0
Super Ideal,H,VS1,0.41,GIA,Emerald,860.0
Super Ideal,F,SI1,1.52,GIA,Round,10600.0
Ideal,D,SI1,0.61,GIA,Pear,1410.0
Very Good,H,VS1,0.79,GIA,Oval,3090.0
Very Good,F,VS2,0.3,GIA,Pear,575.0
Ideal,D,SI2,0.41,GIA,Oval,920.0
Good,F,SI1,0.36,GIA,Pear,620.0
Super Ideal,G,VVS2,1.0,GIA,Pear,5210.0
Very Good,E,SI2,0.3,GIA,Princess,493.33
Super Ideal,I,VS1,0.71,GIA,Round,2362.0
Super Ideal,E,IF,1.0,GIA,Princess,8200.0
Super Ideal,H,VVS1,0.4,GIA,Round,1125.24
Ideal,J,VVS2,1.11,IGI,Round,4470.0
Very Good,F,SI1,0.31,GIA,Princess,506.67
Super Ideal,G,SI2,1.21,GIA,Oval,5760.0
Super Ideal,H,VVS2,1.06,GIA,Round,6413.33
Super Ideal,E,SI2,1.51,GIA,Emerald,6420.0
Super Ideal,F,IF,1.4,GIA,Round,15845.0
Very Good,F,VVS2,0.3,GIA,Emerald,745.0
Ideal,J,VS1,1.0,GIA,Marquise,3410.0
Ideal,G,SI2,1.21,IGI,Round,4700.0
Very Good,J,VVS1,1.09,GIA,Oval,4630.0
Super Ideal,J,VVS2,0.57,GIA,Round,1295.0
Super Ideal,H,VS2,1.03,GIA,Cushion,3990.0
Ideal,F,SI1,0.34,GIA,Marquise,580.0
Very Good,I,SI1,1.77,GIA,Round,10480.0
Super Ideal,G,SI2,0.5,GIA,Round,1430.0
Ideal,J,VS2,0.8,GIA,Round,2900.0
Good,D,VVS1,0.6,GIA,Marquise,2170.0
Super Ideal,E,SI2,1.74,GIA,Cushion,10090.0
Good,E,VS1,0.53,GIA,Pear,1270.0
Super Ideal,I,SI2,1.6,GIA,Round,9390.0
Very Good,G,SI2,1.71,GIA,Cushion,8920.0
Super Ideal,J,VS1,1.2,GIA,Cushion,3520.0
Good,E,VS2,2.0,GIA,Round,18040.0
Ideal,H,SI2,0.99,GIA,Princess,3250.0
Good,G,VS1,0.45,GIA,Emerald,1090.0
Good,F,VS2,1.07,GIA,Princess,4810.0
Super Ideal,G,VS1,1.79,GIA,Cushion,12890.0
Ideal,I,VS2,0.65,GIA,Round,1870.0
Ideal,G,VS1,1.2,GIA,Cushion,6205.0
Super Ideal,G,IF,0.93,GIA,Round,6470.0
Ideal,J,SI2,2.01,IGI,Round,9950.0
Super Ideal,J,VS1,1.5,GIA,Oval,8520.0
Very Good,D,IF,0.78,GIA,Round,6510.0
Super Ideal,E,SI1,2.05,GIA,Cushion,13860.0
Ideal,E,VS1,0.7,GIA,Oval,2890.0
Super Ideal,G,VS1,0.88,GIA,Round,4400.0
Very Good,D,SI1,0.57,GIA,Pear,1660.0
