cut,color,clarity,carat,report,shape,price
Ideal,H,SI1,1.02,IGI,Pear,1512.5
Ideal,E,VS1,0.66,IGI,Round,967.5
Ideal,I,VS2,2.44,IGI,Round,5980.0
Super Ideal,D,VVS1,2.12,GCAL,Radiant,14050.0
Ideal,G,SI1,2.51,IGI,Pear,7000.0
Good,D,VS2,0.4,IGI,Oval,420.0
Ideal,J,VS1,2.02,IGI,Princess,3310.0
Very Good,I,SI2,0.7,IGI,Pear,700.0
Good,D,VVS1,0.4,IGI,Oval,460.0
Very Good,I,SI2,0.52,IGI,Oval,490.0
Very Good,E,VVS1,0.5,GCAL,Marquise,930.0
Very Good,E,SI1,1.21,IGI,Princess,2200.0
Good,E,SI1,0.73,IGI,Asscher,1010.0
Ideal,D,VVS2,0.43,IGI,Pear,470.0
Super Ideal,H,VVS1,1.47,GCAL,Round,3600.0
Super Ideal,G,VVS2,0.46,IGI,Oval,510.0
Very Good,I,SI1,0.5,IGI,Oval,475.0
Super Ideal,F,VS1,1.23,IGI,Round,2926.25
Very Good,H,SI1,0.48,GCAL,Pear,450.0
Very Good,J,VS1,2.07,IGI,Oval,4360.0
Very Good,G,SI2,0.71,GCAL,Emerald,760.0
Super Ideal,F,VS1,1.21,IGI,Round,2845.0
Ideal,D,VVS2,1.63,IGI,Asscher,6330.0
Ideal,I,SI1,0.54,IGI,Pear,515.0
Super Ideal,G,VVS1,1.03,IGI,Round,2725.0
Ideal,J,VVS2,1.61,IGI,Round,2770.0
Very Good,I,SI1,0.72,GCAL,Pear,820.0
Ideal,F,VS1,0.79,IGI,Round,1260.0
Good,F,VVS2,0.53,IGI,Pear,660.0
Super Ideal,H,SI1,1.57,IGI,Round,2975.0
Very Good,G,VS2,2.0,IGI,Oval,6740.0
Ideal,H,VS1,0.53,GCAL,Princess,560.0
Super Ideal,E,VS1,2.51,IGI,Round,13310.0
Ideal,F,SI1,1.03,GCAL,Princess,1900.0
Super Ideal,D,SI1,2.5,IGI,Round,9300.0
Super Ideal,G,VS1,2.55,IGI,Round,9980.0
Very Good,I,VS2,2.01,GCAL,Princess,3840.0
Very Good,E,SI1,0.5,GCAL,Oval,520.0
Very Good,H,VS2,2.08,GCAL,Oval,5360.0
Super Ideal,E,VVS2,0.57,IGI,Pear,760.0
Ideal,H,SI1,0.95,GCAL,Pear,1450.0
Super Ideal,F,VS2,0.9,IGI,Oval,1455.0
Super Ideal,I,SI1,2.7,IGI,Oval,6660.0
Very Good,E,VVS2,0.74,IGI,Oval,1290.0
Very Good,F,VS2,2.07,IGI,Asscher,6520.0
Ideal,E,SI1,0.38,IGI,Oval,390.0
Very Good,D,VVS1,0.76,IGI,Oval,1590.0
Very Good,E,VS2,1.01,GCAL,Round,2233.33
Very Good,E,VS2,1.23,IGI,Oval,2730.0
Very Good,E,SI1,0.59,IGI,Emerald,610.0
Super Ideal,E,VVS2,0.31,IGI,Round,370.0
Very Good,E,VS1,1.0,GCAL,Round,2320.0
Super Ideal,E,VS1,2.53,IGI,Round,13360.0
Ideal,J,VS2,1.88,IGI,Round,2960.0
Ideal,F,VS2,0.77,IGI,Pear,1160.0
Ideal,E,VS1,0.35,GCAL,Marquise,440.0
Super Ideal,J,VS2,2.3,IGI,Oval,4790.0
Very Good,H,VS2,1.06,IGI,Emerald,1620.0
Ideal,D,VS2,0.32,IGI,Round,370.0
Ideal,I,SI1,0.76,IGI,Pear,860.0
Very Good,E,SI1,0.44,IGI,Round,495.0
Very Good,E,VS2,0.7,IGI,Asscher,1090.0
Ideal,G,VS2,0.73,IGI,Emerald,1000.0
Ideal,E,VS1,1.5,GCAL,Asscher,4762.5
Ideal,H,VVS2,0.89,IGI,Princess,1400.0
Ideal,J,VVS1,1.19,IGI,Round,1890.0
Super Ideal,D,VS2,0.62,IGI,Round,905.0
Ideal,J,SI1,1.51,IGI,Pear,1990.0
Very Good,J,VS2,0.78,GCAL,Princess,780.0
Ideal,D,VS2,0.78,IGI,Pear,1390.0
Super Ideal,J,VS1,1.7,IGI,Round,2998.57
Very Good,F,SI1,2.0,IGI,Round,6020.0
Super Ideal,J,VS2,2.0,IGI,Round,3682.86
Super Ideal,F,SI1,2.55,IGI,Oval,8490.0
Ideal,E,VS1,0.47,GCAL,Marquise,520.0
Very Good,D,SI1,1.01,IGI,Emerald,1940.0
Ideal,I,SI2,1.2,IGI,Round,1520.0
Ideal,E,VS2,2.21,IGI,Oval,7760.0
Super Ideal,J,VS2,2.02,IGI,Emerald,3640.0
Ideal,H,VS1,1.1,IGI,Marquise,1970.0
Very Good,H,VS1,0.39,IGI,Cushion,380.0
Ideal,G,SI1,1.5,IGI,Oval,4205.0
Ideal,E,VVS2,0.47,IGI,Round,600.0
Good,H,VS2,0.5,IGI,Pear,502.5
Super Ideal,G,VS2,0.73,IGI,Round,1040.0
Super Ideal,E,VVS2,2.06,IGI,Round,11380.0
Super Ideal,J,SI2,1.3,IGI,Round,1670.0
Very Good,H,SI1,0.51,IGI,Marquise,500.0
Ideal,J,SI2,2.01,IGI,Oval,3800.0
Very Good,G,VS2,2.04,GCAL,Oval,7065.0
Ideal,H,VS2,1.6,GCAL,Radiant,3660.0
Ideal,J,SI1,1.56,IGI,Round,2310.0
Ideal,D,VS1,2.08,GCAL,Radiant,9080.0
Very Good,I,SI1,0.6,IGI,Emerald,570.0
Super Ideal,I,SI1,1.66,IGI,Round,2860.0
Very Good,D,VS1,1.12,IGI,Oval,2750.0
Ideal,G,VVS1,1.05,IGI,Round,2805.0
Ideal,I,SI1,1.64,IGI,Emerald,2630.0
Super Ideal,E,VS1,0.72,IGI,Oval,1220.0
Very Good,J,VVS2,0.31,IGI,Pear,300.0
Ideal,F,VS2,3.01,IGI,Princess,13180.0
Very Good,J,VS2,0.77,IGI,Radiant,740.0
Ideal,E,SI2,0.39,IGI,Cushion,380.0
Good,E,VVS2,3.01,IGI,Oval,18500.0
Very Good,J,VS2,0.72,IGI,Emerald,700.0
Ideal,G,VS2,0.3,IGI,Round,330.0
Very Good,E,VS2,3.02,GCAL,Radiant,15050.0
Ideal,E,SI1,2.0,IGI,Marquise,8970.0
Very Good,E,VS2,1.51,GCAL,Cushion,4005.0
Ideal,F,VS1,0.52,IGI,Oval,620.0
Super Ideal,E,VVS2,0.71,IGI,Round,1320.0
Super Ideal,I,VS2,1.34,IGI,Round,2140.0
Ideal,I,SI2,2.2,IGI,Oval,4563.33
Super Ideal,I,VS2,1.12,IGI,Round,1768.33
Very Good,G,VVS2,1.26,IGI,Pear,2680.0
Good,F,SI1,0.37,IGI,Pear,360.0
Ideal,H,VS2,2.2,IGI,Oval,6890.0
Ideal,H,VS1,0.74,IGI,Princess,1060.0
Ideal,E,VVS1,0.61,IGI,Round,1040.0
Good,E,SI2,0.97,IGI,Cushion,1310.0
Super Ideal,E,VS2,0.77,IGI,Oval,1200.0
Ideal,I,SI1,1.3,IGI,Round,1986.0
Ideal,G,SI2,1.01,IGI,Cushion,1630.0
Very Good,J,SI1,0.9,IGI,Emerald,960.0
Super Ideal,E,VVS1,2.2,GCAL,Round,17800.0
Super Ideal,I,VS1,1.59,IGI,Round,3320.0
Very Good,E,VS1,0.66,IGI,Round,980.0
Ideal,I,VS1,3.21,GCAL,Asscher,11010.0
Very Good,F,VS2,1.51,IGI,Radiant,3870.0
Super Ideal,H,SI1,0.7,IGI,Princess,900.0
Very Good,I,VS1,1.07,GCAL,Princess,1600.0
Very Good,F,SI1,0.45,GCAL,Pear,440.0
Very Good,E,VS1,3.02,GCAL,Cushion,17306.67
Ideal,J,SI1,1.01,IGI,Pear,1160.0
Super Ideal,I,VS1,1.87,IGI,Oval,4000.0
Very Good,J,VS1,2.48,IGI,Oval,5320.0
Super Ideal,E,SI2,1.5,IGI,Princess,3620.0
Super Ideal,H,VVS2,1.3,IGI,Round,2795.0
Very Good,F,VS2,0.31,IGI,Pear,310.0
Good,E,VS2,0.42,IGI,Marquise,450.0
Super Ideal,D,VS1,2.7,IGI,Round,19440.0
Very Good,H,VS1,1.26,IGI,Emerald,2200.0
Ideal,F,VS1,0.72,GCAL,Round,1090.0
Super Ideal,E,VVS2,0.51,IGI,Round,734.0
Very Good,D,SI2,1.11,IGI,Round,1980.0
Ideal,H,SI2,1.23,IGI,Round,1560.0
Ideal,H,VS2,1.56,GCAL,Cushion,3580.0
Very Good,D,VVS2,0.96,IGI,Round,2500.0
Very Good,F,VS1,0.96,IGI,Radiant,1660.0
Ideal,E,VVS2,0.71,IGI,Emerald,1230.0
Super Ideal,D,VVS2,0.71,IGI,Round,1540.0
Very Good,E,VS1,0.53,IGI,Oval,684.29
Super Ideal,G,VS2,1.59,IGI,Princess,3830.0
Super Ideal,G,VS2,2.2,IGI,Oval,6810.0
Super Ideal,E,VS2,2.57,IGI,Emerald,10560.0
Super Ideal,F,VVS2,1.15,IGI,Princess,2780.0
Ideal,I,VS1,1.04,GCAL,Princess,1890.0
Very Good,H,VVS2,2.0,GCAL,Emerald,5350.0
Ideal,J,VS2,2.08,IGI,Pear,3810.0
Ideal,H,VS2,0.78,IGI,Round,1070.0
Super Ideal,G,VS1,2.28,IGI,Round,8135.0
Very Good,E,SI1,0.34,IGI,Round,380.0
Super Ideal,F,VS1,3.01,IGI,Emerald,15370.0
Ideal,D,VS1,0.36,IGI,Round,430.0
Ideal,H,SI2,0.48,IGI,Oval,440.0
Ideal,F,SI1,1.6,IGI,Emerald,3560.0
Very Good,F,VS1,0.31,IGI,Round,370.0
Ideal,E,SI1,0.7,IGI,Pear,983.33
Good,E,VS1,0.36,IGI,Oval,370.0
Super Ideal,G,VVS2,0.73,IGI,Round,1155.0
Super Ideal,E,VS1,1.21,IGI,Round,2835.0
Ideal,G,SI1,2.01,IGI,Princess,5165.0
Ideal,G,SI1,1.21,IGI,Round,2090.0
Very Good,F,VVS2,1.07,IGI,Emerald,2480.0
Super Ideal,H,VS2,0.37,IGI,Round,395.0
Very Good,E,VVS1,0.71,GCAL,Pear,1330.0
Very Good,F,VS2,1.2,IGI,Oval,2530.0
Super Ideal,E,VS1,1.02,IGI,Oval,2360.0
Super Ideal,H,VVS2,1.19,IGI,Round,2600.0
Super Ideal,J,VS2,1.02,IGI,Round,1440.0
Super Ideal,J,VVS2,0.77,IGI,Round,860.0
Ideal,F,VS1,0.57,GCAL,Oval,700.0
Very Good,F,VS1,0.31,IGI,Oval,320.0
Super Ideal,I,VS1,1.83,IGI,Oval,4450.0
Super Ideal,J,VS1,2.3,IGI,Round,4790.0
Super Ideal,H,SI1,2.12,IGI,Round,5970.0
Super Ideal,E,VS1,2.19,GCAL,Oval,8870.0
Very Good,E,SI1,0.5,GCAL,Round,570.0
Super Ideal,E,VS2,0.38,IGI,Round,430.0
Very Good,H,VS1,0.72,IGI,Round,1210.0
Super Ideal,D,VVS2,0.33,GCAL,Round,430.0
Super Ideal,I,VS1,2.02,IGI,Round,4884.0
Super Ideal,F,VS1,0.76,IGI,Radiant,1230.0
Very Good,H,SI1,0.7,IGI,Emerald,780.0
Super Ideal,J,VVS2,1.25,IGI,Round,2050.0
Very Good,E,VS1,0.34,GCAL,Pear,350.0
Ideal,F,SI2,0.56,IGI,Oval,550.0
Ideal,E,SI2,1.02,IGI,Round,1785.0
Very Good,F,VS1,2.7,IGI,Emerald,11740.0
Super Ideal,F,VVS2,1.53,IGI,Round,5330.0
Ideal,F,SI1,1.0,IGI,Oval,1810.0
Very Good,J,VS2,1.64,IGI,Oval,2510.0
Ideal,F,VS1,1.16,IGI,Round,2900.0
Very Good,E,VS2,1.71,GCAL,Oval,5280.0
Very Good,F,VS1,2.01,IGI,Oval,7960.0
Very Good,H,VS1,1.52,IGI,Oval,3600.0
Super Ideal,D,VS1,0.34,IGI,Oval,360.0
Super Ideal,G,SI1,1.32,IGI,Round,2440.0
Ideal,D,VS1,1.42,IGI,Round,4480.0
Super Ideal,F,VS2,1.07,GCAL,Round,2240.0
Super Ideal,E,SI1,0.44,GCAL,Round,500.0
Ideal,I,SI2,1.32,IGI,Round,1770.0
Super Ideal,F,VS2,0.35,IGI,Pear,350.0
Very Good,J,VS2,0.76,IGI,Emerald,730.0
Super Ideal,I,VS1,2.1,IGI,Round,5043.33
Ideal,H,VS1,2.16,GCAL,Oval,5660.0
Ideal,D,VVS1,1.5,IGI,Round,8260.0
Ideal,H,VS2,0.42,IGI,Round,450.0
Ideal,G,VVS2,0.61,IGI,Pear,720.0
Super Ideal,H,SI1,3.54,IGI,Round,12910.0
Ideal,D,VS1,0.32,IGI,Oval,340.0
Ideal,F,VS2,0.7,GCAL,Emerald,1050.0
Very Good,D,IF,0.52,IGI,Oval,800.0
Ideal,G,VS1,2.2,IGI,Round,7530.0
Super Ideal,G,VVS1,0.76,IGI,Round,1280.0
Ideal,G,VVS2,0.93,GCAL,Pear,1640.0
Ideal,E,SI1,2.12,IGI,Oval,6810.0
Ideal,F,SI1,0.38,IGI,Oval,370.0
Ideal,E,VS1,2.01,IGI,Radiant,7870.0
Ideal,E,VS1,1.1,IGI,Oval,2535.0
Ideal,G,VS1,1.2,IGI,Round,2564.0
Ideal,H,VS2,2.14,IGI,Oval,5310.0
Ideal,H,VVS2,2.01,IGI,Cushion,5890.0
Super Ideal,G,VS1,2.05,IGI,Round,7691.43
Ideal,H,VS1,3.11,GCAL,Cushion,13150.0
Ideal,I,VS2,2.03,IGI,Round,4873.33
Ideal,I,SI2,0.95,IGI,Round,1650.0
Very Good,E,VS2,0.63,GCAL,Emerald,760.0
Ideal,J,VS1,1.85,IGI,Round,3250.0
Super Ideal,H,VS1,0.71,IGI,Princess,1070.0
Super Ideal,E,VS2,0.51,IGI,Oval,620.0
Ideal,H,VS2,1.02,IGI,Marquise,1710.0
Very Good,I,VVS2,0.44,IGI,Cushion,430.0
Very Good,E,VS2,1.59,IGI,Cushion,4190.0
Very Good,D,VS1,0.65,IGI,Round,1020.0
Very Good,H,SI1,0.38,IGI,Emerald,360.0
Ideal,G,SI1,1.3,IGI,Round,2410.0
Super Ideal,E,VS1,2.6,IGI,Cushion,11700.0
Very Good,E,VVS1,0.73,IGI,Oval,1380.0
Very Good,G,VS2,2.2,GCAL,Cushion,6815.0
Ideal,G,VVS1,1.51,IGI,Round,5110.0
Very Good,H,SI1,2.1,GCAL,Emerald,6160.0
Ideal,H,VS1,0.91,IGI,Princess,1520.0
Super Ideal,H,VS1,1.01,IGI,Round,2100.0
Ideal,I,SI2,1.53,IGI,Oval,2610.0
Super Ideal,I,VS2,1.54,GCAL,Round,3005.0
Super Ideal,D,VS1,0.62,IGI,Round,990.0
Ideal,G,VVS2,2.01,IGI,Round,7960.0
Ideal,H,VVS2,0.82,IGI,Round,1140.0
Super Ideal,G,VVS2,0.79,IGI,Oval,1200.0
Ideal,H,SI1,0.57,IGI,Round,645.0
Super Ideal,J,SI1,2.45,IGI,Oval,4780.0
Ideal,I,VS2,2.05,IGI,Pear,5150.0
Ideal,G,VS2,1.02,IGI,Princess,2020.0
Ideal,H,SI1,1.87,GCAL,Princess,4160.0
Super Ideal,G,VVS2,1.62,IGI,Round,4685.0
Very Good,E,VS1,0.44,IGI,Cushion,460.0
Ideal,D,SI1,0.87,IGI,Round,1260.0
Ideal,F,VVS2,0.32,IGI,Round,370.0
Very Good,D,SI2,0.71,IGI,Oval,950.0
Ideal,E,VS2,1.15,IGI,Round,2350.0
Super Ideal,I,VS2,2.07,IGI,Oval,5006.67
Ideal,I,VS1,1.7,IGI,Princess,3280.0
Very Good,E,VVS2,0.3,IGI,Cushion,330.0
Ideal,E,SI1,0.92,IGI,Princess,1770.0
Super Ideal,G,SI1,2.15,IGI,Round,5565.0
Super Ideal,I,SI1,1.87,IGI,Round,3520.0
Ideal,E,VVS2,0.33,IGI,Oval,350.0
Very Good,I,VS2,2.09,GCAL,Princess,3990.0
Very Good,H,VS1,1.53,IGI,Heart,4520.0
Ideal,J,VS2,2.05,GCAL,Round,4600.0
Very Good,H,VVS2,0.32,IGI,Cushion,320.0
Super Ideal,I,SI1,1.02,IGI,Oval,1475.0
Ideal,F,VS1,1.04,IGI,Round,2430.0
Ideal,E,SI2,1.05,IGI,Cushion,1690.0
Ideal,G,VS2,1.53,IGI,Cushion,3570.0
Very Good,E,SI2,0.46,IGI,Round,510.0
Ideal,E,VVS2,0.5,IGI,Round,800.0
Good,F,VS2,1.1,IGI,Cushion,2130.0
Ideal,F,VS1,0.34,IGI,Oval,340.0
Very Good,J,VS1,0.91,IGI,Emerald,1100.0
Ideal,F,VS1,2.21,IGI,Princess,9440.0
Super Ideal,F,VS2,1.07,IGI,Round,2073.33
Good,I,SI1,0.65,IGI,Pear,610.0
Very Good,J,VVS1,1.09,IGI,Pear,1730.0
Ideal,E,VS1,0.41,GCAL,Round,480.0
Ideal,H,VVS2,0.56,IGI,Pear,610.0
Very Good,D,VVS2,0.34,IGI,Oval,370.0
Very Good,H,VS1,0.99,GCAL,Oval,1590.0
Ideal,G,VS2,2.12,GCAL,Oval,6560.0
Super Ideal,F,VS1,2.17,IGI,Round,8690.0
Very Good,E,VS2,1.59,GCAL,Cushion,4340.0
Super Ideal,F,VS1,1.71,IGI,Princess,5300.0
Very Good,D,VS1,0.72,GCAL,Emerald,1320.0
Very Good,J,VS2,2.0,IGI,Round,3695.0
Very Good,F,VS1,1.54,IGI,Pear,4660.0
Very Good,E,SI2,0.42,IGI,Round,460.0
Super Ideal,J,VVS1,1.0,IGI,Princess,1610.0
Good,F,VS2,0.4,IGI,Pear,410.0
Ideal,G,VS1,1.5,GCAL,Heart,3980.0
Ideal,I,VVS2,1.12,IGI,Round,1833.08
Super Ideal,H,SI1,0.76,IGI,Oval,870.0
Very Good,D,VS1,0.55,IGI,Round,850.0
Ideal,F,VVS2,1.21,IGI,Round,3185.0
Ideal,F,VS2,0.33,IGI,Pear,330.0
Ideal,G,VS2,1.01,IGI,Oval,1900.0
Good,I,VS2,0.32,IGI,Pear,300.0
Super Ideal,E,VS2,1.02,IGI,Radiant,2160.0
Ideal,D,VVS2,0.6,IGI,Round,1070.0
Good,F,SI1,0.8,IGI,Cushion,1050.0
Super Ideal,J,SI1,1.29,IGI,Round,1500.0
Super Ideal,G,VS1,1.09,GCAL,Round,2180.0
Super Ideal,E,VS1,0.83,IGI,Oval,1400.0
Ideal,J,SI1,2.02,GCAL,Round,3510.0
Ideal,H,VS1,0.51,IGI,Round,646.67
Ideal,H,VS1,1.74,IGI,Round,4210.0
Ideal,J,SI1,0.93,IGI,Emerald,940.0
Super Ideal,I,SI1,1.57,IGI,Round,2645.0
Ideal,F,VS1,1.05,IGI,Emerald,2210.0
Ideal,I,SI1,2.02,GCAL,Emerald,4960.0
Ideal,I,SI1,2.09,IGI,Oval,4550.0
Ideal,E,VS1,1.18,GCAL,Oval,2740.0
Very Good,F,VS1,3.0,IGI,Emerald,15320.0
Super Ideal,F,VS2,2.53,IGI,Round,10125.0
Ideal,J,VS2,1.19,GCAL,Round,1570.0
Super Ideal,H,VS2,1.14,IGI,Round,2170.0
Ideal,E,SI1,1.32,GCAL,Asscher,2780.0
Super Ideal,H,VS2,1.0,IGI,Round,2070.0
Very Good,F,VS1,1.51,GCAL,Princess,4410.0
Ideal,G,VS2,1.0,IGI,Princess,1890.0
Ideal,G,VS2,1.2,GCAL,Pear,2220.0
Good,I,VS1,0.7,IGI,Round,830.0
Ideal,H,VS2,1.58,GCAL,Oval,3620.0
Very Good,I,VS2,1.52,GCAL,Emerald,3380.0
Good,F,SI1,1.01,IGI,Asscher,1650.0
Super Ideal,E,VS1,0.93,IGI,Round,2040.0
Super Ideal,I,VS2,1.05,IGI,Oval,1420.0
Ideal,E,SI1,0.76,IGI,Round,1090.0
Very Good,H,SI1,1.69,GCAL,Heart,3790.0
Ideal,E,VVS2,0.38,IGI,Oval,400.0
Ideal,G,VS2,2.02,GCAL,Princess,7220.0
Good,E,SI1,3.01,IGI,Cushion,10750.0
Ideal,H,VS2,0.97,IGI,Emerald,1450.0
Ideal,I,SI1,1.91,IGI,Round,3360.0
Super Ideal,E,VS2,0.35,IGI,Round,400.0
Very Good,F,SI1,0.8,GCAL,Oval,1060.0
Super Ideal,D,VVS2,0.5,IGI,Oval,810.0
Ideal,G,VS2,2.06,IGI,Princess,6435.0
Ideal,H,VS1,2.38,IGI,Round,7720.0
Very Good,E,SI1,0.41,IGI,Round,460.0
Super Ideal,G,VVS2,2.04,IGI,Round,8263.33
Very Good,H,SI2,1.0,IGI,Pear,1390.0
Super Ideal,F,SI1,0.5,IGI,Round,700.0
Very Good,E,SI1,0.81,IGI,Oval,1120.0
Ideal,D,VS1,0.37,IGI,Oval,390.0
Super Ideal,E,SI1,2.0,IGI,Round,6760.0
Ideal,E,VS2,0.46,IGI,Round,550.0
Good,E,SI2,0.63,IGI,Round,690.0
Ideal,J,VS2,2.23,IGI,Oval,4580.0
Very Good,D,SI1,0.31,IGI,Oval,320.0
Very Good,G,VS1,0.53,GCAL,Pear,590.0
Ideal,D,SI1,1.01,IGI,Round,2045.0
Ideal,F,VS1,0.81,GCAL,Pear,1310.0
Ideal,H,VVS2,2.03,IGI,Round,7000.0
Ideal,G,VS2,2.02,IGI,Pear,7460.0
Super Ideal,D,SI2,1.3,IGI,Round,2410.0
Super Ideal,D,VS2,1.01,IGI,Round,2255.56
Very Good,E,SI2,1.1,IGI,Cushion,1610.0
Very Good,E,VS2,0.43,IGI,Cushion,440.0
Super Ideal,G,VS1,1.5,IGI,Marquise,4350.0
Ideal,H,VS1,1.01,IGI,Pear,1740.0
Super Ideal,F,VS2,2.02,IGI,Oval,7460.0
Ideal,F,SI1,0.7,IGI,Oval,925.0
Ideal,I,VS1,1.72,IGI,Round,3525.0
Ideal,G,VS2,1.07,IGI,Round,2110.0
Ideal,E,VS1,0.67,IGI,Emerald,860.0
Super Ideal,I,VS1,0.51,IGI,Cushion,500.0
Super Ideal,F,VS1,3.21,GCAL,Princess,16480.0
Super Ideal,F,VS1,1.08,IGI,Princess,2323.33
Very Good,G,VS2,1.07,GCAL,Oval,2390.0
Super Ideal,G,VS1,0.32,IGI,Oval,320.0
Super Ideal,I,SI2,2.12,IGI,Oval,4350.0
Super Ideal,I,SI2,2.07,IGI,Oval,4620.0
Ideal,F,VS1,1.55,GCAL,Cushion,4510.0
Ideal,F,VVS2,1.08,IGI,Round,2853.0
Super Ideal,F,VS1,1.51,IGI,Round,4570.0
Ideal,I,VS2,2.12,IGI,Oval,4955.0
Ideal,I,SI2,2.22,IGI,Oval,4190.0
Ideal,G,VS2,1.7,GCAL,Round,4480.0
Super Ideal,E,VVS1,2.23,GCAL,Pear,10160.0
Ideal,F,SI1,3.13,GCAL,Emerald,11600.0
Super Ideal,G,SI1,0.91,IGI,Radiant,1480.0
Very Good,E,VVS2,0.64,IGI,Oval,860.0
Super Ideal,G,VS1,1.02,IGI,Princess,2090.0
Ideal,I,SI1,0.91,IGI,Oval,1260.0
Super Ideal,G,VVS2,1.41,IGI,Round,3630.0
Super Ideal,H,VS2,2.65,IGI,Round,8070.0
Super Ideal,F,VVS1,0.3,IGI,Oval,320.0
Super Ideal,H,VS1,2.23,IGI,Round,6730.0
Super Ideal,I,VS1,3.02,IGI,Princess,9570.0
Very Good,G,VS2,4.02,IGI,Emerald,18360.0
Ideal,H,SI2,0.81,IGI,Round,930.0
Ideal,I,VS2,2.71,IGI,Round,8540.0
Super Ideal,G,SI1,0.72,IGI,Oval,910.0
Good,E,SI1,0.8,IGI,Cushion,1090.0
Ideal,I,SI1,1.87,IGI,Round,3550.0
Ideal,F,SI1,0.8,IGI,Pear,1040.0
Very Good,E,VS2,0.51,IGI,Round,630.0
Ideal,H,VS1,0.75,IGI,Pear,1055.0
Super Ideal,D,VS2,0.69,IGI,Oval,960.0
Super Ideal,D,VS1,0.69,IGI,Pear,1030.0
Ideal,D,VS2,0.35,GCAL,Marquise,470.0
Ideal,E,VS2,0.53,IGI,Round,690.0
Super Ideal,D,VS1,0.53,IGI,Oval,780.0
Ideal,F,VS2,0.3,IGI,Pear,300.0
Ideal,G,VS1,0.57,IGI,Pear,645.0
Super Ideal,J,SI2,2.08,IGI,Oval,3825.0
Ideal,G,VS1,1.04,IGI,Cushion,2130.0
Ideal,E,VS2,1.55,IGI,Round,4560.0
Very Good,E,VS1,1.22,IGI,Oval,2840.0
Ideal,I,SI1,1.18,IGI,Round,1950.0
Ideal,I,SI1,1.16,IGI,Emerald,1480.0
Super Ideal,F,VS1,1.22,IGI,Round,3030.0
Very Good,D,VS2,0.92,GCAL,Oval,1640.0
Ideal,I,VS2,2.09,IGI,Heart,4430.0
Ideal,J,SI1,0.91,GCAL,Emerald,1050.0
Ideal,F,VS1,0.37,IGI,Cushion,380.0
Super Ideal,J,VVS1,0.57,IGI,Round,640.0
Ideal,G,VS1,1.09,GCAL,Round,2190.0
Super Ideal,G,SI1,1.6,IGI,Round,3557.5
Super Ideal,E,VS2,0.41,IGI,Round,470.0
Very Good,G,VS1,0.5,GCAL,Pear,560.0
Very Good,E,VS2,0.9,IGI,Radiant,1510.0
Super Ideal,F,VVS2,1.35,IGI,Round,3765.0
Ideal,I,VS1,0.42,IGI,Pear,410.0
Super Ideal,H,VS1,0.8,IGI,Round,1470.0
Ideal,H,VS2,1.54,IGI,Round,3725.0
Ideal,E,VVS2,0.43,IGI,Oval,470.0
Very Good,G,VS1,0.49,IGI,Oval,540.0
Good,E,VVS1,2.26,IGI,Oval,10570.0
Very Good,J,VS2,2.05,GCAL,Pear,4210.0
Ideal,J,VS1,1.18,IGI,Round,1717.27
Very Good,I,VS1,2.02,GCAL,Round,4910.0
Super Ideal,I,SI1,2.09,IGI,Oval,4640.0
Ideal,G,VVS2,0.51,IGI,Pear,590.0
Ideal,D,VS2,0.5,IGI,Round,742.0
Ideal,E,VS1,2.53,GCAL,Emerald,11370.0
Ideal,I,VS1,0.59,IGI,Pear,590.0
Ideal,D,VS1,0.46,GCAL,Marquise,510.0
Super Ideal,F,VS1,0.82,IGI,Emerald,1470.0
Ideal,E,VVS2,1.19,IGI,Round,3410.0
Ideal,G,VS1,2.11,IGI,Round,7280.0
Ideal,H,SI1,0.92,IGI,Cushion,1460.0
Super Ideal,D,VS1,1.05,IGI,Round,2813.33
Super Ideal,F,VS2,1.82,IGI,Princess,5010.0
Very Good,D,VVS2,2.02,IGI,Oval,10030.0
Very Good,G,VVS2,2.22,GCAL,Cushion,7560.0
Super Ideal,G,VS1,1.23,IGI,Oval,2560.0
Super Ideal,G,SI2,0.44,IGI,Round,460.0
Ideal,F,VVS2,1.55,IGI,Princess,4850.0
Ideal,H,VS1,1.07,GCAL,Round,1990.0
Super Ideal,F,VS2,2.19,IGI,Oval,7130.0
Ideal,J,VS2,2.1,IGI,Round,3822.5
Super Ideal,G,VS1,0.76,IGI,Princess,1510.0
Super Ideal,I,SI1,1.59,IGI,Round,3530.0
Ideal,J,SI2,1.71,IGI,Oval,2540.0
Ideal,F,VVS2,3.05,IGI,Cushion,16660.0
Super Ideal,E,VVS2,0.55,IGI,Pear,740.0
Very Good,G,VS1,2.33,IGI,Oval,7820.0
Very Good,F,VS1,0.46,IGI,Oval,470.0
Super Ideal,I,SI2,1.5,IGI,Emerald,2260.0
Ideal,F,VS1,0.9,IGI,Round,1794.55
Ideal,F,SI2,0.53,IGI,Oval,530.0
Very Good,H,VS1,0.3,IGI,Pear,300.0
Very Good,E,SI2,0.44,IGI,Oval,440.0
Super Ideal,H,VS2,0.34,IGI,Pear,330.0
Very Good,D,VS2,0.54,IGI,Pear,780.0
Good,E,SI1,1.13,IGI,Cushion,1930.0
Ideal,H,VS2,2.4,IGI,Emerald,5990.0
Ideal,H,VS1,2.12,IGI,Round,6420.0
Ideal,H,SI1,1.01,IGI,Pear,1537.14
Good,E,VS1,0.54,IGI,Pear,700.0
